product_norm,branch,period_start,period_end,num_occurrences,price_mean,price_min,price_max
MASSA ESPAGUETE COMUM VITAFLOR 400G,JOÃO PESSOA,24.11,30.11,1,1.78,1.78,1.78
MASSA PRONTA P/ TAPIOCA KUMÊ 1KG,JUAZEIRO DO NORTE,03.11,09.11,1,4.00,4.00,4.00
MASSA PRONTA P/ TAPIOCA KUMÊ 1KG,JUAZEIRO DO NORTE,10.11,16.11,1,4.80,4.80,4.80
MASSA PRONTA P/ TAPIOCA KUMÊ 1KG,JUAZEIRO DO NORTE,17.11,23.11,1,4.80,4.80,4.80
MILHO VERDE FUGINI SACHÊ 170G,BRUMADO,03.11,06.11,1,2.80,2.80,2.80
MILHO VERDE FUGINI SACHÊ 170G,JUAZEIRO DO NORTE,03.11,09.11,1,2.80,2.80,2.80
MILHO VERDE FUGINI SACHÊ 170G,JUAZEIRO DO NORTE,06.10,12.10,1,24.00,24.00,24.00
MILHO VERDE FUGINI SACHÊ 170G,VITÓRIA DA CONQUISTA,03.11,06.11,1,2.80,2.80,2.80
MILHO VERDE FUGINI SACHÊ 170G,VITÓRIA DA CONQUISTA,13.10,19.10,1,25.00,25.00,25.00
MISTURA DE CREME DE LEITE MOCOCA 200G,BRUMADO,29.09,05.10,1,2.90,2.90,2.90
MISTURA P/ PÃO FRANCÊS MAXI 25KG,CAMPINA GRANDE,01.12,07.12,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,CAMPINA GRANDE,03.11,09.11,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,CAMPINA GRANDE,10.11,16.11,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,CAMPINA GRANDE,17.11,23.11,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,CAMPINA GRANDE,24.11,30.11,1,85.00,85.00,85.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,JOÃO PESSOA,01.12,07.12,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,JOÃO PESSOA,03.11,09.11,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,JOÃO PESSOA,10.11,16.11,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,JOÃO PESSOA,17.11,23.11,1,88.00,88.00,88.00
MISTURA P/ PÃO FRANCÊS MAXI 25KG,JOÃO PESSOA,24.11,30.11,1,85.00,85.00,85.00
MOCOTÓ BOVINO CONGELADO KG,JUAZEIRO DO NORTE,01.12,07.12,1,7.80,7.80,7.80
MOCOTÓ BOVINO CONGELADO KG,JUAZEIRO DO NORTE,03.11,09.11,1,1.80,1.80,1.80
MOCOTÓ BOVINO CONGELADO KG,JUAZEIRO DO NORTE,10.11,16.11,1,758.00,758.00,758.00
MOCOTÓ BOVINO CONGELADO KG,JUAZEIRO DO NORTE,17.11,23.11,1,7.80,7.80,7.80
MOLHO DE TOMATE JULIETA TRADICIONAL SACHÊ 3109,JUAZEIRO DO NORTE,06.10,12.10,1,0.20,0.20,0.20
MOLHO DE TOMATE JULIETA TRADICIONAL SACHÊ 310G,BRUMADO,29.09,05.10,1,0.00,0.00,0.00
MOLHO DE TOMATE JULIETA TRADICIONAL SACHÊ 310G,VITÓRIA DA CONQUISTA,29.09,05.10,1,0.00,0.00,0.00
MOLHO DE TOMATE QUERO TRADICIONAL 240G SACHÊ,BRUMADO,06.10,12.10,1,1.00,1.00,1.00
MOLHO DE TOMATE QUERO TRADICIONAL 240G SACHÊ,JOÃO PESSOA,06.10,12.10,1,1.00,1.00,1.00
MOLHO DE TOMATE QUERO TRADICIONAL 240G SACHÊ,VITÓRIA DA CONQUISTA,06.10,12.10,1,1.90,1.90,1.90
MOLHO DE TOMATE TAMBAÚ SACHÊ 300G,VITÓRIA DA CONQUISTA,13.10,19.10,1,1.00,1.00,1.00
MOLHO DE TOMATE TRADICIONAL FUGINI SACHÊ 3409,CAMPINA GRANDE,06.10,12.10,1,1.20,1.20,1.20
MOLHO DE TOMATE TRADICIONAL JULIETA SACHÊ 310G,BRUMADO,13.10,19.10,1,0.00,0.00,0.00
MOLHO DE TOMATE TRADICIONAL JULIETA SACHÊ 310G,CAMPINA GRANDE,03.11,09.11,1,0.88,0.88,0.88
MOLHO DE TOMATE TRADICIONAL JULIETA SACHÊ 310G,JOÃO PESSOA,03.11,09.11,1,0.88,0.88,0.88
MÚSCULO BOVINO RESFRIADO FRIBOI PEÇA/ PEDAÇO KG,CAMPINA GRANDE,06.10,12.10,1,27.50,27.50,27.50
MÚSCULO BOVINO RESFRIADO FRIBOI PEÇA/PEDAÇO KG,JOÃO PESSOA,06.10,12.10,1,217.50,217.50,217.50
MÚSCULO BOVINO RESFRIADO FRIBOI PEÇA/PEDAÇO KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,24.80,24.80,24.80
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,BRUMADO,03.11,06.11,1,24.80,24.80,24.80
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,CAMPINA GRANDE,17.11,23.11,1,27.50,27.50,27.50
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JOÃO PESSOA,17.11,23.11,1,27.50,27.50,27.50
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,01.12,07.12,1,25.40,25.40,25.40
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,03.11,09.11,1,25.80,25.80,25.80
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,10.11,16.11,1,25.80,25.80,25.80
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,17.11,23.11,1,25.80,25.80,25.80
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,24.11,30.11,1,24.80,24.80,24.80
MÚSCULO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,24.80,24.80,24.80
NÉCTAR MARATÁ SABORES 1 LITRO,BRUMADO,29.09,05.10,1,5.28,5.28,5.28
NÉCTAR MARATÁ SABORES 200M!L,BRUMADO,13.10,19.10,1,1.38,1.38,1.38
NÉCTAR MARATÁ SABORES 200M!L,CAMPINA GRANDE,06.10,12.10,1,1.80,1.80,1.80
NÉCTAR MARATÁ SABORES 200M!L,JUAZEIRO DO NORTE,06.10,12.10,1,1.00,1.00,1.00
NÉCTAR MARATÁ SABORES 200M!L,VITÓRIA DA CONQUISTA,06.10,12.10,1,1.20,1.20,1.20
NÉCTAR MARATÁ SABORES 200ML,BRUMADO,06.10,12.10,1,1.00,1.00,1.00
NÉCTAR MARATÁ SABORES 200ML,JOÃO PESSOA,06.10,12.10,1,1.80,1.80,1.80
PAPEL ALUMÍNIO PRATSY 30CM X 4M,CAMPINA GRANDE,06.10,12.10,1,2.80,2.80,2.80
PAPEL HIGIENICO VELUD FOLHA DUPLA 30M LEVE 12 PAGUE 11,BRUMADO,29.09,05.10,1,13.00,13.00,13.00
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAGUE 11,BRUMADO,13.10,19.10,1,9.90,9.90,9.90
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAGUE 11,CAMPINA GRANDE,01.12,07.12,1,10.00,10.00,10.00
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAGUE 11,CAMPINA GRANDE,10.11,16.11,1,10.89,10.89,10.89
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAGUE 11,JOÃO PESSOA,01.12,07.12,1,10.00,10.00,10.00
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAGUE 11,JOÃO PESSOA,10.11,16.11,1,10.89,10.89,10.89
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAGUE 11,JUAZEIRO DO NORTE,03.11,09.11,1,10.30,10.30,10.30
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAGUE 11,JUAZEIRO DO NORTE,06.10,12.10,1,9.80,9.80,9.80
PAPEL HIGIÊNICO FAMILIAR SUPREMO 20M FOLHA DUPLA LEVE 12 PAQUE 11,VITÓRIA DA CONQUISTA,13.10,19.10,1,9.00,9.00,9.00
PAPEL HIGIÊNICO FAMILIAR SUPREMO FOLHA DUPLA 20M LEVE 12 PAGUE 11,JUAZEIRO DO NORTE,17.11,23.11,1,8.00,8.00,8.00
PAPEL HIGIÊNICO FAMILIAR SUPREMO FOLHA DUPLA 20M LEVE 12 PAGUE 11,JUAZEIRO DO NORTE,24.11,30.11,1,10.80,10.80,10.80
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M C/4,VITÓRIA DA CONQUISTA,29.09,05.10,1,5.80,5.80,5.80
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M LEVE 12 PAGUE 11,CAMPINA GRANDE,03.11,09.11,1,15.00,15.00,15.00
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M LEVE 12 PAGUE 11,CAMPINA GRANDE,24.11,30.11,1,12.89,12.89,12.89
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M LEVE 12 PAGUE 11,JOÃO PESSOA,03.11,09.11,1,15.00,15.00,15.00
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M LEVE 12 PAGUE 11,JOÃO PESSOA,06.10,12.10,1,13.00,13.00,13.00
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M LEVE 12 PAGUE 11,JOÃO PESSOA,24.11,30.11,1,12.89,12.89,12.89
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M LEVE 12 PAGUE 11,JUAZEIRO DO NORTE,01.12,07.12,1,14.80,14.80,14.80
PAPEL HIGIÊNICO MAX PURE FOLHA DUPLA 30M LEVE 12 PAGUE 11,VITÓRIA DA CONQUISTA,06.10,12.10,1,14.00,14.00,14.00
PAPEL HIGIÊNICO VELUD FOLHA DUPLA 30M LEVE 12 PAGUE 11,BRUMADO,06.10,12.10,1,2.00,2.00,2.00
PAPEL HIGIÊNICO VELUD FOLHA DUPLA 30M LEVE 12 PAGUE 11,CAMPINA GRANDE,06.10,12.10,1,13.00,13.00,13.00
PARA COMPRAS REALIZADAS SOMENTE NO VAREJO.,JUAZEIRO DO NORTE,17.11,23.11,1,4.80,4.80,4.80
PATINHO BOVINO RESFRIADO FRIBOI PEÇA / PEDAÇO KG,BRUMADO,29.09,05.10,1,34.50,34.50,34.50
PATINHO BOVINO RESFRIADO FRIBOI PEÇA/ PEDAÇO KG,BRUMADO,06.10,12.10,1,34.80,34.80,34.80
PATINHO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,BRUMADO,03.11,06.11,1,34.80,34.80,34.80
PATINHO BOVINO RESFRIADO PEÇA/ PEDAÇO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,34.80,34.80,34.80
PEG: DE PC “ E PADGIÇÕES | 6 4 AP SS |,BRUMADO,29.09,05.10,1,75.00,75.00,75.00
PEITO DE FRANGO CONGELADO KG,BRUMADO,03.11,06.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,BRUMADO,29.09,05.10,1,12.80,12.80,12.80
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,01.12,07.12,1,13.50,13.50,13.50
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,03.11,09.11,1,14.90,14.90,14.90
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,10.11,16.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,17.11,23.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,CAMPINA GRANDE,24.11,30.11,1,13.80,13.80,13.80
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,01.12,07.12,1,13.50,13.50,13.50
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,03.11,09.11,1,14.90,14.90,14.90
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,06.10,12.10,1,14.80,14.80,14.80
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,10.11,16.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,17.11,23.11,1,13.00,13.00,13.00
PEITO DE FRANGO CONGELADO KG,JOÃO PESSOA,24.11,30.11,1,13.80,13.80,13.80
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,01.12,07.12,1,11.50,11.50,11.50
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,03.11,09.11,1,11.00,11.00,11.00
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,10.11,16.11,1,11.00,11.00,11.00
PEITO DE FRANGO CONGELADO KG,JUAZEIRO DO NORTE,17.11,23.11,1,11.00,11.00,11.00
PEITO DE FRANGO CONGELADO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,13.00,13.00,13.00
PERNIL CONGELADO S/ OSSO KG,BRUMADO,29.09,05.10,1,26.80,26.80,26.80
PERNIL CONGELADO S/ OSSO KG,CAMPINA GRANDE,03.11,09.11,1,19.80,19.80,19.80
PERNIL CONGELADO S/ OSSO KG,CAMPINA GRANDE,06.10,12.10,1,21.80,21.80,21.80
PERNIL CONGELADO S/ OSSO KG,JOÃO PESSOA,03.11,09.11,1,19.80,19.80,19.80
PERNIL CONGELADO S/ OSSO KG,JOÃO PESSOA,06.10,12.10,1,21.50,21.50,21.50
PERNIL CONGELADO S/ OSSO KG,JUAZEIRO DO NORTE,06.10,12.10,1,19.50,19.50,19.50
PERNIL CONGELADO S/ OSSO KG,JUAZEIRO DO NORTE,24.11,30.11,1,17.40,17.40,17.40
PERNIL CONGELADO S/ OSSO KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,21.80,21.80,21.80
PERNIL CONGELADO S/ OSSO KG,VITÓRIA DA CONQUISTA,13.10,19.10,1,21.90,21.90,21.90
PERNIL CONGELADO S/ OSSO KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,21.80,21.80,21.80
PERNIL CONGELADO S/OSSO KG,JUAZEIRO DO NORTE,03.11,09.11,1,18.00,18.00,18.00
PERNIL CONGELADO S/OSSO KG,JUAZEIRO DO NORTE,10.11,16.11,1,18.00,18.00,18.00
PERNIL CONGELADO S/OSSO KG,JUAZEIRO DO NORTE,17.11,23.11,1,18.00,18.00,18.00
PESIS: PÓS | AA 0104 7. É: AR,VITÓRIA DA CONQUISTA,29.09,05.10,1,7.80,7.80,7.80
PNEU DUNLOP SP TOURING 175/65 RI4 R1 82,CAMPINA GRANDE,03.11,09.11,1,15.00,15.00,15.00
PNEU DUNLOP SP TOURING 175/65 RI4 R1 82,JOÃO PESSOA,03.11,09.11,1,15.00,15.00,15.00
PNEU DUNLOP SP TOURING 175/6514 R1 82T,JUAZEIRO DO NORTE,03.11,09.11,1,10.30,10.30,10.30
PNEU DUNLOP SP TOURING 175/65R14 R1 82T,BRUMADO,13.10,19.10,1,980.00,980.00,980.00
PNEU DUNLOP SP TOURING 175/65R14 R182T,BRUMADO,03.11,06.11,1,298.90,298.90,298.90
PNEU DUNLOP SP TOURING 175/65R14 R182T,VITÓRIA DA CONQUISTA,03.11,06.11,1,298.90,298.90,298.90
PNEU DUNLOP SP TOURING 175/65R14/ 175/70R13/ 165/70R13/ R1 827,JUAZEIRO DO NORTE,10.11,16.11,1,298.90,298.90,298.90
PNEU DUNLOP SP TOURING 175/65R14/ 175/70R13/ 165/70R13/ R182T,CAMPINA GRANDE,10.11,16.11,1,278.00,278.00,278.00
PNEU DUNLOP SP TOURING 175/65R14/ 175/70R13/ 165/70R13/ R182T,JOÃO PESSOA,10.11,16.11,1,278.00,278.00,278.00
"PNEU DUNLOP SP TOURING 175/70R13, 175/65R14 E 165/70R13 R1 82T",CAMPINA GRANDE,01.12,07.12,1,278.90,278.90,278.90
"PNEU DUNLOP SP TOURING 175/70R13, 175/65R14 E 165/70R13 R1 82T",CAMPINA GRANDE,24.11,30.11,1,218.90,218.90,218.90
"PNEU DUNLOP SP TOURING 175/70R13, 175/65R14 E 165/70R13 R1 82T",JOÃO PESSOA,01.12,07.12,1,278.90,278.90,278.90
"PNEU DUNLOP SP TOURING 175/70R13, 175/65R14 E 165/70R13 R1 82T",JOÃO PESSOA,24.11,30.11,1,218.90,218.90,218.90
"PNEU DUNLOP SP TOURING 175/70R13, 175/65R14 E 165/70R13 R1 82T",JUAZEIRO DO NORTE,01.12,07.12,1,278.00,278.00,278.00
"PNEU DUNLOP SP TOURING 175/70R13, 175/65R14 E 165/70R13 R1 82T",JUAZEIRO DO NORTE,24.11,30.11,1,278.90,278.90,278.90
PNEU DUNLOP TOURING 175/ 165/70R13 R1 79%,CAMPINA GRANDE,03.11,09.11,1,298.00,298.00,298.00
PNEU DUNLOP TOURING 175/ 165/70R13 R1 79%,JOÃO PESSOA,03.11,09.11,1,298.00,298.00,298.00
PNEU DUNLOP TOURING 175/ 165/70R13 R1 79%,JUAZEIRO DO NORTE,03.11,09.11,1,298.00,298.00,298.00
PNEU DUNLOP TOURING 175/70/ R13 - 165/70/R13,VITÓRIA DA CONQUISTA,06.10,12.10,1,179.89,179.89,179.89
PNEU DUNLOP TOURING 175/70R13 R1 79T 105/70R13 R1 79T,BRUMADO,03.11,06.11,1,278.98,278.98,278.98
PNEU DUNLOP TOURING 175/70R13 R1 79T 105/70R13 R1 79T,VITÓRIA DA CONQUISTA,03.11,06.11,1,278.98,278.98,278.98
PNEU DUNLOP TOURING 175/70R14 R1 88T,CAMPINA GRANDE,24.11,30.11,1,348.20,348.20,348.20
PNEU DUNLOP TOURING 175/70R14 R1 88T,JOÃO PESSOA,24.11,30.11,1,348.20,348.20,348.20
PNEU DUNLOP TOURING 175/70R14 R1 88T,VITÓRIA DA CONQUISTA,13.10,19.10,1,1.79,1.79,1.79
POTE PLÁSTICO DUP PORTA TUDO COLOR QUADRADO 10 LITROS,BRUMADO,29.09,05.10,1,26.00,26.00,26.00
PÃO DE FORMA BELLAVITA 4509,CAMPINA GRANDE,03.11,09.11,1,3.78,3.78,3.78
PÃO DE FORMA BELLAVITA 4509,JOÃO PESSOA,03.11,09.11,1,3.78,3.78,3.78
PÃO DE FORMA TRADICIONAL LIMIAR 400G,BRUMADO,03.11,06.11,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,CAMPINA GRANDE,01.12,07.12,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,CAMPINA GRANDE,10.11,16.11,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,CAMPINA GRANDE,17.11,23.11,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,CAMPINA GRANDE,24.11,30.11,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,JOÃO PESSOA,01.12,07.12,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,JOÃO PESSOA,10.11,16.11,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,JOÃO PESSOA,17.11,23.11,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,JOÃO PESSOA,24.11,30.11,1,3.80,3.80,3.80
PÃO DE FORMA TRADICIONAL LIMIAR 400G,VITÓRIA DA CONQUISTA,03.11,06.11,1,3.80,3.80,3.80
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,BRUMADO,03.11,06.11,1,29.90,29.90,29.90
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,CAMPINA GRANDE,03.11,09.11,1,28.00,28.00,28.00
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,CAMPINA GRANDE,10.11,16.11,1,28.00,28.00,28.00
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,JOÃO PESSOA,03.11,09.11,1,28.00,28.00,28.00
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,JOÃO PESSOA,10.11,16.11,1,28.00,28.00,28.00
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,03.11,09.11,1,32.50,32.50,32.50
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,10.11,16.11,1,29.50,29.50,29.50
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,JUAZEIRO DO NORTE,24.11,30.11,1,28.90,28.90,28.90
QUEIJO MUÇARELA PEÇA/ PEDAÇO KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,29.90,29.90,29.90
QUEIJO MUÇARELA PEÇA/PEDAÇO KG,CAMPINA GRANDE,17.11,23.11,1,28.00,28.00,28.00
QUEIJO MUÇARELA PEÇA/PEDAÇO KG,CAMPINA GRANDE,24.11,30.11,1,27.80,27.80,27.80
QUEIJO MUÇARELA PEÇA/PEDAÇO KG,JOÃO PESSOA,17.11,23.11,1,28.00,28.00,28.00
QUEIJO MUÇARELA PEÇA/PEDAÇO KG,JOÃO PESSOA,24.11,30.11,1,27.80,27.80,27.80
QUEIJO MUÇARELA PEÇA/PEDAÇO KG,JUAZEIRO DO NORTE,17.11,23.11,1,29.80,29.80,29.80
RACÃO P/ CÃES ADULTOS TUTTICANIS 14KG,JUAZEIRO DO NORTE,17.11,23.11,1,68.00,68.00,68.00
RAÇÃO P/ CÃES ADULTOS TORO 15KG,BRUMADO,06.10,12.10,1,79.80,79.80,79.80
RAÇÃO P/ CÃES ADULTOS TORO 15KG,VITÓRIA DA CONQUISTA,06.10,12.10,1,179.89,179.89,179.89
"RAÇÃO P/ CÃES ADULTOS TUTTICANIS 10,1KG",CAMPINA GRANDE,01.12,07.12,1,48.90,48.90,48.90
"RAÇÃO P/ CÃES ADULTOS TUTTICANIS 10,1KG",CAMPINA GRANDE,03.11,09.11,1,48.00,48.00,48.00
"RAÇÃO P/ CÃES ADULTOS TUTTICANIS 10,1KG",CAMPINA GRANDE,24.11,30.11,1,48.20,48.20,48.20
"RAÇÃO P/ CÃES ADULTOS TUTTICANIS 10,1KG",JOÃO PESSOA,01.12,07.12,1,48.90,48.90,48.90
"RAÇÃO P/ CÃES ADULTOS TUTTICANIS 10,1KG",JOÃO PESSOA,03.11,09.11,1,48.00,48.00,48.00
"RAÇÃO P/ CÃES ADULTOS TUTTICANIS 10,1KG",JOÃO PESSOA,24.11,30.11,1,48.20,48.20,48.20
"RAÇÃO P/ CÃES ADULTOS TUTTICANIS 10,1KG",JUAZEIRO DO NORTE,01.12,07.12,1,48.90,48.90,48.90
RAÇÃO P/ CÃES ADULTOS TUTTICANIS 14KG,CAMPINA GRANDE,17.11,23.11,1,68.00,68.00,68.00
RAÇÃO P/ CÃES ADULTOS TUTTICANIS 14KG,JOÃO PESSOA,17.11,23.11,1,68.00,68.00,68.00
RAÇÃO P/ CÃES ADULTOS TUTTICANIS 14KG,JUAZEIRO DO NORTE,03.11,09.11,1,68.00,68.00,68.00
RAÇÃO P/ CÃES ADULTOS TUTTICANIS 14KG,JUAZEIRO DO NORTE,24.11,30.11,1,68.70,68.70,68.70
"RAÇÃO P/ CÃES VITTAMAX CLASSIC 2,3KG",CAMPINA GRANDE,06.10,12.10,1,19.80,19.80,19.80
"RAÇÃO P/ CÃES VITTAMAX CLASSIC 2,3KG",JUAZEIRO DO NORTE,06.10,12.10,1,21.80,21.80,21.80
REFRESCO GUARATHON TRADICIONAL COPO 290ML,VITÓRIA DA CONQUISTA,13.10,19.10,1,1.28,1.28,1.28
REQUEIJÃO CREMOSO BETÂNIA TRADICIONAL/ LIGHT 200G,BRUMADO,29.09,05.10,1,6.00,6.00,6.00
SABONETE GIPSY FRAGRÂNCIAS 80G,BRUMADO,29.09,05.10,1,0.00,0.00,0.00
SABONETE PROTEX 809 - FRAGRÂNCIAS,BRUMADO,13.10,19.10,1,2.00,2.00,2.00
SABONETE PROTEX 859 - FRAGRÂNCIAS,VITÓRIA DA CONQUISTA,13.10,19.10,1,2.80,2.80,2.80
SABONETE SUAVE PALMOLIVE NATURALS FRAGRÂNCIAS 859,JUAZEIRO DO NORTE,06.10,12.10,1,2.12,2.12,2.12
SABÃO EM BARRA NEUTRO GLICERINADO YPÊ 160G C/ 5,BRUMADO,03.11,06.11,1,9.50,9.50,9.50
SABÃO EM BARRA NEUTRO GLICERINADO YPÊ 160G C/ 5,VITÓRIA DA CONQUISTA,03.11,06.11,1,9.50,9.50,9.50
SABÃO EM BARRA NEUTRO GLICERINADO YPÊ 160G C/5,BRUMADO,06.10,12.10,1,10.00,10.00,10.00
"SALADEIRA VITAZZA OCEANI C/ TAMPA 3,8 LITROS",VITÓRIA DA CONQUISTA,06.10,12.10,1,29.89,29.89,29.89
SALSICHA P/ HOT DOG BOM TODO KG,CAMPINA GRANDE,01.12,07.12,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,CAMPINA GRANDE,03.11,09.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,CAMPINA GRANDE,10.11,16.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,CAMPINA GRANDE,17.11,23.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,CAMPINA GRANDE,24.11,30.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,JOÃO PESSOA,01.12,07.12,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,JOÃO PESSOA,03.11,09.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,JOÃO PESSOA,10.11,16.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,JOÃO PESSOA,17.11,23.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,JOÃO PESSOA,24.11,30.11,1,6.80,6.80,6.80
SALSICHA P/ HOT DOG BOM TODO KG,JUAZEIRO DO NORTE,01.12,07.12,1,5.80,5.80,5.80
SALSICHA P/ HOT DOG MAURICÉA KG,BRUMADO,03.11,06.11,1,6.00,6.00,6.00
SALSICHA P/ HOT DOG MAURICÉA KG,BRUMADO,29.09,05.10,1,74.00,74.00,74.00
SALSICHA P/ HOT DOG MAURICÉA KG,VITÓRIA DA CONQUISTA,03.11,06.11,1,6.00,6.00,6.00
SALSICHA P/ HOT DOG MAURICÉA KG,VITÓRIA DA CONQUISTA,29.09,05.10,1,74.00,74.00,74.00
SALSICHA P/ HOT DOG RARA KG,JUAZEIRO DO NORTE,03.11,09.11,1,7.80,7.80,7.80
SALSICHA P/ HOT DOG RARA KG,JUAZEIRO DO NORTE,06.10,12.10,1,7.80,7.80,7.80
SALSICHA P/ HOT DOG RARA KG,JUAZEIRO DO NORTE,10.11,16.11,1,7.80,7.80,7.80
SARDINHA PALMEIRA 1259,BRUMADO,13.10,19.10,1,4.00,4.00,4.00
SARDINHA PALMEIRA 1259,CAMPINA GRANDE,01.12,07.12,1,4.80,4.80,4.80
SARDINHA PALMEIRA 1259,CAMPINA GRANDE,03.11,09.11,1,4.28,4.28,4.28
SARDINHA PALMEIRA 1259,CAMPINA GRANDE,17.11,23.11,1,4.28,4.28,4.28
SARDINHA PALMEIRA 1259,CAMPINA GRANDE,24.11,30.11,1,4.58,4.58,4.58
